Nro.;Codigo;Turno_ID;Descripcion;Hora_Inicio;Hora_Termino;Descanso1;Descanso2;Total_Horas;Refrigerio;H.Efectivas;Inicio_Refrigerio;Fin_Refrigerio;Avail
1288 ;5810 ;IMPORT5810;De 07:30 a 18:30 R60 ;07:30 ;18:30 ;15 ;15 ;11:00 ;60 ;10:00;14:20 ;15:20 ;0
1289 ;5811 ;IMPORT5811;De 10:30 a 20:00 R60 ;10:30 ;20:00 ;15 ;15 ;09:30 ;60 ;8:30;14:40 ;15:40 ;1
1290 ;5812 ;IMPORT5812;De 16:30 a 00:30 R60 ;16:30 ;00:30 ;15 ;15 ;08:00 ;60 ;7:00;19:45 ;20:45 ;1
1291 ;5813 ;IMPORT5813;De 07:30 a 18:30 R60 ;07:30 ;18:30 ;15 ;15 ;11:00 ;60 ;10:00;14:45 ;15:45 ;0
1292 ;5814 ;IMPORT5814;De 09:00 a 19:30 R60 ;09:00 ;19:30 ;15 ;15 ;10:30 ;60 ;9:30;12:10 ;13:10 ;0
1293 ;6272 ;IMPORT6272;De 08:45 a 19:45 R60 ;08:45 ;19:45 ;15 ;15 ;11:00 ;60 ;10:00;14:30 ;15:30 ;0
1294 ;6273 ;IMPORT6273;De 06:00 a 16:00 R60 ;06:00 ;16:00 ;30 ;0 ;10:00 ;60 ;9:00;12:10 ;13:10 ;0
1295 ;6274 ;IMPORT6274;De 08:00 a 16:00 R60 ;08:00 ;16:00 ;15 ;15 ;08:00 ;60 ;7:00;11:15 ;12:15 ;1
1296 ;6275 ;IMPORT6275;De 08:00 a 16:00 R60 ;08:00 ;16:00 ;15 ;15 ;08:00 ;60 ;7:00;11:30 ;12:30 ;1
1297 ;6276 ;IMPORT6276;De 11:00 a 19:00 R60 ;11:00 ;19:00 ;15 ;15 ;08:00 ;60 ;7:00;14:15 ;15:15 ;1
1298 ;6277 ;IMPORT6277;De 11:00 a 19:00 R60 ;11:00 ;19:00 ;15 ;15 ;08:00 ;60 ;7:00;14:30 ;15:30 ;1
1299 ;6278 ;IMPORT6278;De 11:00 a 19:00 R60 ;11:00 ;19:00 ;15 ;15 ;08:00 ;60 ;7:00;15:00 ;16:00 ;1
1300 ;6279 ;IMPORT6279;De 06:00 a 16:00 R60 ;06:00 ;16:00 ;30 ;0 ;10:00 ;60 ;9:00;10:30 ;11:30 ;0
1301 ;6280 ;IMPORT6280;De 06:00 a 16:00 R60 ;06:00 ;16:00 ;30 ;0 ;10:00 ;60 ;9:00;12:00 ;13:00 ;0
1302 ;6281 ;IMPORT6281;De 11:00 a 19:00 R60 ;11:00 ;19:00 ;15 ;15 ;08:00 ;60 ;7:00;15:15 ;16:15 ;1
1303 ;6282 ;IMPORT6282;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;13:05 ;14:05 ;0
1304 ;6283 ;IMPORT6283;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;13:10 ;14:10 ;0
1305 ;6284 ;IMPORT6284;De 09:00 a 17:00 R60 ;09:00 ;17:00 ;15 ;15 ;08:00 ;60 ;7:00;12:15 ;13:15 ;1
1306 ;6285 ;IMPORT6285;De 13:30 a 21:30 R60 ;13:30 ;21:30 ;15 ;15 ;08:00 ;60 ;7:00;16:45 ;17:45 ;1
1307 ;6286 ;IMPORT6286;De 10:00 a 19:30 R60 ;10:00 ;19:30 ;15 ;15 ;09:30 ;60 ;8:30;15:00 ;16:00 ;1
1308 ;6287 ;IMPORT6287;De 07:30 a 17:00 R60 ;07:30 ;17:00 ;15 ;15 ;09:30 ;60 ;8:30;13:10 ;14:10 ;1
1309 ;6288 ;IMPORT6288;De 10:00 a 19:30 R60 ;10:00 ;19:30 ;15 ;15 ;09:30 ;60 ;8:30;15:15 ;16:15 ;1
1310 ;6289 ;IMPORT6289;De 08:00 a 16:00 R60 ;08:00 ;16:00 ;15 ;15 ;08:00 ;60 ;7:00;12:30 ;13:30 ;1
1311 ;6290 ;IMPORT6290;De 09:00 a 18:30 R60 ;09:00 ;18:30 ;15 ;15 ;09:30 ;60 ;8:30;15:00 ;16:00 ;1
1312 ;6291 ;IMPORT6291;De 09:00 a 17:00 R60 ;09:00 ;17:00 ;15 ;15 ;08:00 ;60 ;7:00;12:00 ;13:00 ;1
1313 ;6292 ;IMPORT6292;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;16:00 ;17:00 ;0
1314 ;6293 ;IMPORT6293;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;16:15 ;17:15 ;0
1315 ;6294 ;IMPORT6294;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;12:50 ;13:50 ;0
1316 ;6295 ;IMPORT6295;De 09:30 a 20:30 R60 ;09:30 ;20:30 ;15 ;15 ;11:00 ;60 ;10:00;16:45 ;17:45 ;0
1317 ;6296 ;IMPORT6296;De 10:00 a 18:00 R60 ;10:00 ;18:00 ;15 ;15 ;08:00 ;60 ;7:00;13:15 ;14:15 ;1
1318 ;6297 ;IMPORT6297;De 12:00 a 20:00 R60 ;12:00 ;20:00 ;15 ;15 ;08:00 ;60 ;7:00;16:30 ;17:30 ;1
1319 ;6298 ;IMPORT6298;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;10:30 ;11:30 ;1
1320 ;6299 ;IMPORT6299;De 08:30 a 16:30 R60 ;08:30 ;16:30 ;15 ;15 ;08:00 ;60 ;7:00;12:55 ;13:55 ;1
1321 ;6300 ;IMPORT6300;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;15 ;15 ;09:00 ;60 ;8:00;13:40 ;14:40 ;1
1322 ;6301 ;IMPORT6301;De 09:30 a 17:30 R60 ;09:30 ;17:30 ;15 ;15 ;08:00 ;60 ;7:00;12:45 ;13:45 ;1
1323 ;6302 ;IMPORT6302;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;15:10 ;16:10 ;0
1324 ;6303 ;IMPORT6303;De 10:30 a 19:30 R60 ;10:30 ;19:30 ;15 ;15 ;09:00 ;60 ;8:00;15:45 ;16:45 ;1
1325 ;6304 ;IMPORT6304;De 09:00 a 18:00 R60 ;09:00 ;18:00 ;15 ;15 ;09:00 ;60 ;8:00;14:10 ;15:10 ;1
1326 ;6305 ;IMPORT6305;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;15 ;15 ;09:00 ;60 ;8:00;14:40 ;15:40 ;1
1327 ;6306 ;IMPORT6306;De 10:00 a 21:00 R60 ;10:00 ;21:00 ;15 ;15 ;11:00 ;60 ;10:00;16:55 ;17:55 ;0
1328 ;6307 ;IMPORT6307;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;15 ;15 ;09:00 ;60 ;8:00;16:10 ;17:10 ;1
1329 ;6308 ;IMPORT6308;De 07:00 a 15:00 R60 ;07:00 ;15:00 ;15 ;15 ;08:00 ;60 ;7:00;10:00 ;11:00 ;1
1330 ;6309 ;IMPORT6309;De 07:00 a 15:00 R60 ;07:00 ;15:00 ;15 ;15 ;08:00 ;60 ;7:00;11:30 ;12:30 ;1
1331 ;6310 ;IMPORT6310;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;30 ;0 ;09:00 ;60 ;8:00;10:00 ;11:00 ;1
1332 ;6311 ;IMPORT6311;De 09:00 a 17:00 R60 ;09:00 ;17:00 ;15 ;15 ;08:00 ;60 ;7:00;13:00 ;14:00 ;1
1333 ;6312 ;IMPORT6312;De 06:30 a 14:30 R60 ;06:30 ;14:30 ;15 ;15 ;08:00 ;60 ;7:00;11:00 ;12:00 ;1
1334 ;6313 ;IMPORT6313;De 06:30 a 15:30 R60 ;06:30 ;15:30 ;15 ;15 ;09:00 ;60 ;8:00;12:10 ;13:10 ;1
1335 ;6314 ;IMPORT6314;De 09:00 a 17:00 R60 ;09:00 ;17:00 ;15 ;15 ;08:00 ;60 ;7:00;12:45 ;13:45 ;1
1336 ;6315 ;IMPORT6315;De 09:00 a 18:00 R60 ;09:00 ;18:00 ;15 ;15 ;09:00 ;60 ;8:00;12:25 ;13:25 ;1
1337 ;6316 ;IMPORT6316;De 10:00 a 18:00 R60 ;10:00 ;18:00 ;15 ;15 ;08:00 ;60 ;7:00;13:30 ;14:30 ;1
1338 ;6317 ;IMPORT6317;De 07:00 a 15:00 R60 ;07:00 ;15:00 ;15 ;15 ;08:00 ;60 ;7:00;10:15 ;11:15 ;1
1339 ;6318 ;IMPORT6318;De 07:00 a 15:00 R60 ;07:00 ;15:00 ;15 ;15 ;08:00 ;60 ;7:00;10:30 ;11:30 ;1
1340 ;6319 ;IMPORT6319;De 07:00 a 15:00 R60 ;07:00 ;15:00 ;15 ;15 ;08:00 ;60 ;7:00;11:15 ;12:15 ;1
1341 ;6320 ;IMPORT6320;De 07:30 a 16:30 R60 ;07:30 ;16:30 ;15 ;15 ;09:00 ;60 ;8:00;13:05 ;14:05 ;1
1342 ;6321 ;IMPORT6321;De 08:00 a 16:00 R60 ;08:00 ;16:00 ;15 ;15 ;08:00 ;60 ;7:00;12:15 ;13:15 ;1
1343 ;6322 ;IMPORT6322;De 11:00 a 19:00 R60 ;11:00 ;19:00 ;15 ;15 ;08:00 ;60 ;7:00;14:45 ;15:45 ;1
1344 ;6323 ;IMPORT6323;De 11:30 a 20:30 R60 ;11:30 ;20:30 ;15 ;15 ;09:00 ;60 ;8:00;15:35 ;16:35 ;1
1345 ;6324 ;IMPORT6324;De 00:00 a 10:00 R60 ;00:00 ;10:00 ;30 ;0 ;10:00 ;60 ;9:00;06:10 ;07:10 ;0
1346 ;6325 ;IMPORT6325;De 08:00 a 18:00 R60 ;08:00 ;18:00 ;15 ;15 ;10:00 ;60 ;9:00;11:15 ;12:15 ;0
1347 ;6326 ;IMPORT6326;De 09:00 a 19:00 R60 ;09:00 ;19:00 ;15 ;15 ;10:00 ;60 ;9:00;12:15 ;13:15 ;0
1348 ;6327 ;IMPORT6327;De 10:00 a 20:00 R60 ;10:00 ;20:00 ;15 ;15 ;10:00 ;60 ;9:00;13:30 ;14:30 ;0
1349 ;6328 ;IMPORT6328;De 06:00 a 14:00 R60 ;06:00 ;14:00 ;15 ;15 ;08:00 ;60 ;7:00;10:30 ;11:30 ;1
1350 ;6329 ;IMPORT6329;De 07:30 a 16:30 R60 ;07:30 ;16:30 ;30 ;0 ;09:00 ;60 ;8:00;11:00 ;12:00 ;1
1351 ;6330 ;IMPORT6330;De 08:30 a 16:30 R60 ;08:30 ;16:30 ;15 ;15 ;08:00 ;60 ;7:00;11:45 ;12:45 ;1
1352 ;6331 ;IMPORT6331;De 10:00 a 19:00 R60 ;10:00 ;19:00 ;15 ;15 ;09:00 ;60 ;8:00;13:55 ;14:55 ;1
1353 ;6332 ;IMPORT6332;De 10:30 a 18:30 R60 ;10:30 ;18:30 ;15 ;15 ;08:00 ;60 ;7:00;15:00 ;16:00 ;1
1354 ;6333 ;IMPORT6333;De 07:00 a 15:00 R60 ;07:00 ;15:00 ;15 ;15 ;08:00 ;60 ;7:00;10:35 ;11:35 ;1
1355 ;6334 ;IMPORT6334;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;14:05 ;15:05 ;0
1356 ;6335 ;IMPORT6335;De 10:00 a 20:00 R60 ;10:00 ;20:00 ;15 ;15 ;10:00 ;60 ;9:00;14:15 ;15:15 ;0
1357 ;6336 ;IMPORT6336;De 12:30 a 20:30 R60 ;12:30 ;20:30 ;15 ;15 ;08:00 ;60 ;7:00;16:30 ;17:30 ;1
1358 ;6337 ;IMPORT6337;De 15:00 a 01:00 R60 ;15:00 ;01:00 ;30 ;0 ;10:00 ;60 ;9:00;22:00 ;23:00 ;0
1359 ;6338 ;IMPORT6338;De 23:00 a 09:00 R60 ;23:00 ;09:00 ;30 ;0 ;10:00 ;60 ;9:00;03:00 ;04:00 ;0
1360 ;6339 ;IMPORT6339;De 05:00 a 14:00 R60 ;05:00 ;14:00 ;15 ;15 ;09:00 ;60 ;8:00;08:15 ;09:15 ;1
1361 ;6340 ;IMPORT6340;De 07:30 a 15:30 R60 ;07:30 ;15:30 ;15 ;15 ;08:00 ;60 ;7:00;11:00 ;12:00 ;1
1362 ;6341 ;IMPORT6341;De 07:30 a 15:30 R60 ;07:30 ;15:30 ;15 ;15 ;08:00 ;60 ;7:00;12:00 ;13:00 ;1
1363 ;6342 ;IMPORT6342;De 08:00 a 16:00 R60 ;08:00 ;16:00 ;15 ;15 ;08:00 ;60 ;7:00;11:00 ;12:00 ;1
1364 ;6343 ;IMPORT6343;De 08:30 a 16:30 R60 ;08:30 ;16:30 ;15 ;15 ;08:00 ;60 ;7:00;12:15 ;13:15 ;1
1365 ;6344 ;IMPORT6344;De 09:00 a 18:00 R60 ;09:00 ;18:00 ;15 ;15 ;09:00 ;60 ;8:00;14:35 ;15:35 ;1
1366 ;6345 ;IMPORT6345;De 10:00 a 18:00 R60 ;10:00 ;18:00 ;15 ;15 ;08:00 ;60 ;7:00;13:00 ;14:00 ;1
1367 ;6346 ;IMPORT6346;De 10:00 a 20:00 R60 ;10:00 ;20:00 ;15 ;15 ;10:00 ;60 ;9:00;15:15 ;16:15 ;0
1368 ;6347 ;IMPORT6347;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;12:20 ;13:20 ;0
1369 ;6348 ;IMPORT6348;De 09:15 a 13:15 R0 ;09:15 ;13:15 ;0 ;0 ;04:00 ;0 ;4:00;;;0
1370 ;6349 ;IMPORT6349;De 10:30 a 18:30 R60 ;10:30 ;18:30 ;15 ;15 ;08:00 ;60 ;7:00;14:00 ;15:00 ;1
1371 ;6350 ;IMPORT6350;De 22:30 a 05:30 R0 ;22:30 ;05:30 ;30 ;0 ;07:00 ;0 ;7:00;;;1
1372 ;6351 ;IMPORT6351;De 02:00 a 10:00 R60 ;02:00 ;10:00 ;15 ;15 ;08:00 ;60 ;7:00;05:00 ;06:00 ;1
1373 ;6352 ;IMPORT6352;De 07:30 a 16:30 R60 ;07:30 ;16:30 ;15 ;15 ;09:00 ;60 ;8:00;13:10 ;14:10 ;1
1374 ;6353 ;IMPORT6353;De 08:30 a 16:30 R60 ;08:30 ;16:30 ;15 ;15 ;08:00 ;60 ;7:00;13:00 ;14:00 ;1
1375 ;6354 ;IMPORT6354;De 08:30 a 17:30 R0 ;08:30 ;17:30 ;30 ;0 ;09:00 ;0 ;9:00;;;1
1376 ;6355 ;IMPORT6355;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;15 ;15 ;09:00 ;60 ;8:00;14:10 ;15:10 ;1
1377 ;6356 ;IMPORT6356;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;15 ;15 ;09:00 ;60 ;8:00;14:55 ;15:55 ;1
1378 ;6357 ;IMPORT6357;De 06:00 a 14:00 R60 ;06:00 ;14:00 ;15 ;15 ;08:00 ;60 ;7:00;09:00 ;10:00 ;1
1379 ;6358 ;IMPORT6358;De 06:00 a 14:00 R60 ;06:00 ;14:00 ;15 ;15 ;08:00 ;60 ;7:00;09:35 ;10:35 ;1
1380 ;6359 ;IMPORT6359;De 09:30 a 17:30 R60 ;09:30 ;17:30 ;15 ;15 ;08:00 ;60 ;7:00;13:45 ;14:45 ;1
1381 ;6360 ;IMPORT6360;De 11:30 a 20:30 R60 ;11:30 ;20:30 ;15 ;15 ;09:00 ;60 ;8:00;14:45 ;15:45 ;1
1382 ;6361 ;IMPORT6361;De 07:00 a 15:00 R60 ;07:00 ;15:00 ;15 ;15 ;08:00 ;60 ;7:00;10:45 ;11:45 ;1
1383 ;6362 ;IMPORT6362;De 11:00 a 19:00 R60 ;11:00 ;19:00 ;15 ;15 ;08:00 ;60 ;7:00;15:30 ;16:30 ;1
1384 ;6363 ;IMPORT6363;De 06:30 a 14:30 R60 ;06:30 ;14:30 ;15 ;15 ;08:00 ;60 ;7:00;10:55 ;11:55 ;1
1385 ;6364 ;IMPORT6364;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;12:25 ;13:25 ;0
1386 ;6365 ;IMPORT6365;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;14:50 ;15:50 ;0
1387 ;6366 ;IMPORT6366;De 10:00 a 19:00 R60 ;10:00 ;19:00 ;15 ;15 ;09:00 ;60 ;8:00;13:25 ;14:25 ;1
1388 ;6367 ;IMPORT6367;De 10:00 a 19:00 R60 ;10:00 ;19:00 ;15 ;15 ;09:00 ;60 ;8:00;13:45 ;14:45 ;1
1389 ;6368 ;IMPORT6368;De 10:00 a 19:00 R60 ;10:00 ;19:00 ;15 ;15 ;09:00 ;60 ;8:00;15:05 ;16:05 ;1
1390 ;6369 ;IMPORT6369;De 10:00 a 20:00 R60 ;10:00 ;20:00 ;15 ;15 ;10:00 ;60 ;9:00;13:35 ;14:35 ;0
1391 ;6370 ;IMPORT6370;De 10:00 a 20:00 R60 ;10:00 ;20:00 ;15 ;15 ;10:00 ;60 ;9:00;14:35 ;15:35 ;0
1392 ;6371 ;IMPORT6371;De 11:30 a 20:30 R60 ;11:30 ;20:30 ;15 ;15 ;09:00 ;60 ;8:00;16:15 ;17:15 ;1
1393 ;6372 ;IMPORT6372;De 15:30 a 23:30 R60 ;15:30 ;23:30 ;15 ;15 ;08:00 ;60 ;7:00;18:30 ;19:30 ;1
1394 ;6373 ;IMPORT6373;De 16:30 a 00:30 R60 ;16:30 ;00:30 ;15 ;15 ;08:00 ;60 ;7:00;20:15 ;21:15 ;1
1395 ;6374 ;IMPORT6374;De 18:30 a 03:30 R60 ;18:30 ;03:30 ;15 ;15 ;09:00 ;60 ;8:00;21:30 ;22:30 ;1
1396 ;6375 ;IMPORT6375;De 19:00 a 04:00 R60 ;19:00 ;04:00 ;15 ;15 ;09:00 ;60 ;8:00;22:00 ;23:00 ;1
1397 ;6376 ;IMPORT6376;De 20:00 a 05:00 R60 ;20:00 ;05:00 ;15 ;15 ;09:00 ;60 ;8:00;23:15 ;00:15 ;1
1398 ;6377 ;IMPORT6377;De 04:00 a 13:00 R60 ;04:00 ;13:00 ;15 ;15 ;09:00 ;60 ;8:00;07:00 ;08:00 ;1
1399 ;6378 ;IMPORT6378;De 06:30 a 14:30 R60 ;06:30 ;14:30 ;15 ;15 ;08:00 ;60 ;7:00;10:45 ;11:45 ;1
1400 ;6379 ;IMPORT6379;De 07:00 a 17:00 R60 ;07:00 ;17:00 ;15 ;15 ;10:00 ;60 ;9:00;10:45 ;11:45 ;0
1401 ;6380 ;IMPORT6380;De 07:00 a 17:30 R60 ;07:00 ;17:30 ;15 ;15 ;10:30 ;60 ;9:30;12:00 ;13:00 ;0
1402 ;6381 ;IMPORT6381;De 07:30 a 15:30 R60 ;07:30 ;15:30 ;15 ;15 ;08:00 ;60 ;7:00;11:45 ;12:45 ;1
1403 ;6382 ;IMPORT6382;De 08:30 a 18:00 R60 ;08:30 ;18:00 ;15 ;15 ;09:30 ;60 ;8:30;12:50 ;13:50 ;1
1404 ;6383 ;IMPORT6383;De 09:00 a 18:00 R60 ;09:00 ;18:00 ;15 ;15 ;09:00 ;60 ;8:00;14:20 ;15:20 ;1
1405 ;6384 ;IMPORT6384;De 09:00 a 18:00 R60 ;09:00 ;18:00 ;15 ;15 ;09:00 ;60 ;8:00;14:40 ;15:40 ;1
1406 ;6385 ;IMPORT6385;De 21:30 a 06:30 R60 ;21:30 ;06:30 ;15 ;15 ;09:00 ;60 ;8:00;00:30 ;01:30 ;1
1407 ;6386 ;IMPORT6386;De 03:30 a 12:30 R60 ;03:30 ;12:30 ;15 ;15 ;09:00 ;60 ;8:00;07:45 ;08:45 ;1
1408 ;6387 ;IMPORT6387;De 05:00 a 14:00 R60 ;05:00 ;14:00 ;15 ;15 ;09:00 ;60 ;8:00;10:30 ;11:30 ;1
1409 ;6388 ;IMPORT6388;De 19:30 a 04:30 R60 ;19:30 ;04:30 ;15 ;15 ;09:00 ;60 ;8:00;22:30 ;23:30 ;1
1410 ;6389 ;IMPORT6389;De 00:30 a 08:30 R60 ;00:30 ;08:30 ;15 ;15 ;08:00 ;60 ;7:00;03:30 ;04:30 ;1
1411 ;6390 ;IMPORT6390;De 00:30 a 09:30 R60 ;00:30 ;09:30 ;15 ;15 ;09:00 ;60 ;8:00;04:00 ;05:00 ;1
1412 ;6391 ;IMPORT6391;De 03:00 a 12:00 R60 ;03:00 ;12:00 ;15 ;15 ;09:00 ;60 ;8:00;07:30 ;08:30 ;1
1413 ;6392 ;IMPORT6392;De 03:30 a 11:30 R60 ;03:30 ;11:30 ;15 ;15 ;08:00 ;60 ;7:00;07:30 ;08:30 ;1
1414 ;6393 ;IMPORT6393;De 03:30 a 12:30 R60 ;03:30 ;12:30 ;15 ;15 ;09:00 ;60 ;8:00;06:30 ;07:30 ;1
1415 ;6394 ;IMPORT6394;De 04:30 a 12:30 R60 ;04:30 ;12:30 ;15 ;15 ;08:00 ;60 ;7:00;07:30 ;08:30 ;1
1416 ;6395 ;IMPORT6395;De 05:00 a 14:00 R60 ;05:00 ;14:00 ;15 ;15 ;09:00 ;60 ;8:00;08:00 ;09:00 ;1
1417 ;6396 ;IMPORT6396;De 05:30 a 14:30 R60 ;05:30 ;14:30 ;15 ;15 ;09:00 ;60 ;8:00;11:15 ;12:15 ;1
1418 ;6397 ;IMPORT6397;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;12:40 ;13:40 ;1
1419 ;6398 ;IMPORT6398;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;15 ;15 ;09:00 ;60 ;8:00;13:35 ;14:35 ;1
1420 ;6399 ;IMPORT6399;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;15 ;15 ;09:00 ;60 ;8:00;12:40 ;13:40 ;1
1421 ;6400 ;IMPORT6400;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;15 ;15 ;09:00 ;60 ;8:00;12:55 ;13:55 ;1
1422 ;6401 ;IMPORT6401;De 10:30 a 19:30 R60 ;10:30 ;19:30 ;15 ;15 ;09:00 ;60 ;8:00;14:15 ;15:15 ;1
1423 ;6402 ;IMPORT6402;De 11:30 a 19:30 R60 ;11:30 ;19:30 ;15 ;15 ;08:00 ;60 ;7:00;14:40 ;15:40 ;1
1424 ;6403 ;IMPORT6403;De 11:30 a 20:30 R60 ;11:30 ;20:30 ;15 ;15 ;09:00 ;60 ;8:00;15:10 ;16:10 ;1
1425 ;6404 ;IMPORT6404;De 12:30 a 20:30 R60 ;12:30 ;20:30 ;15 ;15 ;08:00 ;60 ;7:00;15:30 ;16:30 ;1
1426 ;6405 ;IMPORT6405;De 12:30 a 21:30 R60 ;12:30 ;21:30 ;15 ;15 ;09:00 ;60 ;8:00;15:35 ;16:35 ;1
1427 ;6406 ;IMPORT6406;De 13:00 a 21:00 R60 ;13:00 ;21:00 ;15 ;15 ;08:00 ;60 ;7:00;16:00 ;17:00 ;1
1428 ;6407 ;IMPORT6407;De 14:30 a 22:30 R60 ;14:30 ;22:30 ;15 ;15 ;08:00 ;60 ;7:00;17:30 ;18:30 ;1
1429 ;6408 ;IMPORT6408;De 19:00 a 04:00 R60 ;19:00 ;04:00 ;15 ;15 ;09:00 ;60 ;8:00;22:30 ;23:30 ;1
1430 ;6409 ;IMPORT6409;De 19:30 a 03:30 R60 ;19:30 ;03:30 ;15 ;15 ;08:00 ;60 ;7:00;23:30 ;00:30 ;1
1431 ;6410 ;IMPORT6410;De 20:30 a 05:30 R60 ;20:30 ;05:30 ;15 ;15 ;09:00 ;60 ;8:00;00:00 ;01:00 ;1
1432 ;6411 ;IMPORT6411;De 10:00 a 18:00 R60 ;10:00 ;18:00 ;15 ;15 ;08:00 ;60 ;7:00;14:30 ;15:30 ;1
1433 ;6412 ;IMPORT6412;De 06:00 a 14:00 R60 ;06:00 ;14:00 ;15 ;15 ;08:00 ;60 ;7:00;10:15 ;11:15 ;1
1434 ;6413 ;IMPORT6413;De 09:00 a 19:00 R60 ;09:00 ;19:00 ;15 ;15 ;10:00 ;60 ;9:00;14:40 ;15:40 ;0
1435 ;6414 ;IMPORT6414;De 10:00 a 20:00 R60 ;10:00 ;20:00 ;15 ;15 ;10:00 ;60 ;9:00;16:10 ;17:10 ;0
1436 ;6415 ;IMPORT6415;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;15 ;15 ;09:00 ;60 ;8:00;13:25 ;14:25 ;1
1437 ;6416 ;IMPORT6416;De 10:30 a 18:30 R60 ;10:30 ;18:30 ;15 ;15 ;08:00 ;60 ;7:00;14:15 ;15:15 ;1
1438 ;6417 ;IMPORT6417;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;15 ;15 ;09:00 ;60 ;8:00;14:05 ;15:05 ;1
1439 ;6418 ;IMPORT6418;De 12:00 a 21:00 R60 ;12:00 ;21:00 ;15 ;15 ;09:00 ;60 ;8:00;15:10 ;16:10 ;1
1440 ;6419 ;IMPORT6419;De 06:00 a 15:00 R60 ;06:00 ;15:00 ;15 ;15 ;09:00 ;60 ;8:00;11:40 ;12:40 ;1
1441 ;6420 ;IMPORT6420;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;13:50 ;14:50 ;0
1442 ;6421 ;IMPORT6421;De 09:00 a 18:00 R60 ;09:00 ;18:00 ;15 ;15 ;09:00 ;60 ;8:00;14:05 ;15:05 ;1
1443 ;6422 ;IMPORT6422;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;15 ;15 ;09:00 ;60 ;8:00;14:20 ;15:20 ;1
1444 ;6423 ;IMPORT6423;De 10:30 a 18:30 R60 ;10:30 ;18:30 ;15 ;15 ;08:00 ;60 ;7:00;14:30 ;15:30 ;1
1445 ;6424 ;IMPORT6424;De 06:30 a 14:30 R60 ;06:30 ;14:30 ;15 ;15 ;08:00 ;60 ;7:00;09:30 ;10:30 ;1
1446 ;6425 ;IMPORT6425;De 09:30 a 19:30 R60 ;09:30 ;19:30 ;30 ;0 ;10:00 ;60 ;9:00;15:15 ;16:15 ;0
1447 ;6426 ;IMPORT6426;De 10:30 a 20:30 R60 ;10:30 ;20:30 ;30 ;0 ;10:00 ;60 ;9:00;14:55 ;15:55 ;0
1448 ;6427 ;IMPORT6427;De 14:00 a 00:00 R60 ;14:00 ;00:00 ;30 ;0 ;10:00 ;60 ;9:00;20:00 ;21:00 ;0
1449 ;6428 ;IMPORT6428;De 14:00 a 00:00 R60 ;14:00 ;00:00 ;30 ;0 ;10:00 ;60 ;9:00;21:00 ;22:00 ;0
1450 ;6429 ;IMPORT6429;De 14:00 a 23:00 R60 ;14:00 ;23:00 ;30 ;0 ;09:00 ;60 ;8:00;20:00 ;21:00 ;1
1451 ;6430 ;IMPORT6430;De 14:30 a 00:30 R60 ;14:30 ;00:30 ;30 ;0 ;10:00 ;60 ;9:00;21:00 ;22:00 ;0
1452 ;6431 ;IMPORT6431;De 15:00 a 00:00 R60 ;15:00 ;00:00 ;30 ;0 ;09:00 ;60 ;8:00;20:00 ;21:00 ;1
1453 ;6432 ;IMPORT6432;De 15:00 a 01:00 R60 ;15:00 ;01:00 ;30 ;0 ;10:00 ;60 ;9:00;21:30 ;22:30 ;0
1454 ;6433 ;IMPORT6433;De 15:30 a 01:30 R60 ;15:30 ;01:30 ;30 ;0 ;10:00 ;60 ;9:00;22:30 ;23:30 ;0
