Nro.;Codigo;Turno_ID;Descripcion;Hora_Inicio;Hora_Termino;Descanso1;Descanso2;Total_Horas;Refrigerio;H.Efectivas;Inicio_Refrigerio;Fin_Refrigerio;Avail
3000 ;7966 ;IMPORT7966;De 14:30 a 01:30 R60 ;14:30 ;01:30 ;30 ;0 ;11:00 ;60 ;10:00;20:00 ;21:00 ;0
3001 ;7967 ;IMPORT7967;De 10:00 a 18:00 R60 ;10:00 ;18:00 ;15 ;15 ;08:00 ;60 ;7:00;13:25 ;14:25 ;1
3002 ;7968 ;IMPORT7968;De 20:30 a 00:30 R0 ;20:30 ;00:30 ;15 ;0 ;04:00 ;0 ;4:00;;;1
3003 ;7969 ;IMPORT7969;De 23:00 a 03:00 R0 ;23:00 ;03:00 ;15 ;0 ;04:00 ;0 ;4:00;;;1
3004 ;7970 ;IMPORT7970;De 00:00 a 04:00 R0 ;00:00 ;04:00 ;15 ;0 ;04:00 ;0 ;4:00;;;1
3005 ;7971 ;IMPORT7971;De 22:30 a 02:30 R0 ;22:30 ;02:30 ;15 ;0 ;04:00 ;0 ;4:00;;;1
3006 ;7972 ;IMPORT7972;De 06:30 a 14:30 R60 ;06:30 ;14:30 ;15 ;15 ;08:00 ;60 ;7:00;10:00 ;11:00 ;1
3007 ;7973 ;IMPORT7973;De 07:00 a 15:00 R60 ;07:00 ;15:00 ;15 ;15 ;08:00 ;60 ;7:00;10:10 ;11:10 ;1
3008 ;7974 ;IMPORT7974;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;11:55 ;12:55 ;0
3009 ;7975 ;IMPORT7975;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;15 ;15 ;09:00 ;60 ;8:00;15:30 ;16:30 ;1
3010 ;7976 ;IMPORT7976;De 13:00 a 22:00 R60 ;13:00 ;22:00 ;15 ;15 ;09:00 ;60 ;8:00;20:00 ;21:00 ;1
3011 ;7977 ;IMPORT7977;De 06:30 a 15:30 R60 ;06:30 ;15:30 ;15 ;15 ;09:00 ;60 ;8:00;13:30 ;14:30 ;1
3012 ;7978 ;IMPORT7978;De 07:30 a 16:30 R60 ;07:30 ;16:30 ;15 ;15 ;09:00 ;60 ;8:00;14:30 ;15:30 ;1
3013 ;7979 ;IMPORT7979;De 06:30 a 17:30 R60 ;06:30 ;17:30 ;15 ;15 ;11:00 ;60 ;10:00;12:25 ;13:25 ;0
3014 ;7980 ;IMPORT7980;De 03:00 a 12:00 R60 ;03:00 ;12:00 ;15 ;15 ;09:00 ;60 ;8:00;10:00 ;11:00 ;1
3015 ;7981 ;IMPORT7981;De 05:30 a 14:30 R60 ;05:30 ;14:30 ;15 ;15 ;09:00 ;60 ;8:00;12:30 ;13:30 ;1
3016 ;7982 ;IMPORT7982;De 10:00 a 19:00 R60 ;10:00 ;19:00 ;15 ;15 ;09:00 ;60 ;8:00;17:00 ;18:00 ;1
3017 ;7983 ;IMPORT7983;De 13:30 a 22:30 R60 ;13:30 ;22:30 ;15 ;15 ;09:00 ;60 ;8:00;20:30 ;21:30 ;1
3018 ;7984 ;IMPORT7984;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;15 ;15 ;09:00 ;60 ;8:00;16:30 ;17:30 ;1
3019 ;7985 ;IMPORT7985;De 01:30 a 09:30 R60 ;01:30 ;09:30 ;15 ;15 ;08:00 ;60 ;7:00;06:00 ;07:00 ;1
3020 ;7986 ;IMPORT7986;De 12:30 a 21:30 R60 ;12:30 ;21:30 ;15 ;15 ;09:00 ;60 ;8:00;19:30 ;20:30 ;1
3021 ;7987 ;IMPORT7987;De 14:30 a 23:30 R60 ;14:30 ;23:30 ;15 ;15 ;09:00 ;60 ;8:00;21:30 ;22:30 ;1
3022 ;7988 ;IMPORT7988;De 15:30 a 00:30 R60 ;15:30 ;00:30 ;15 ;15 ;09:00 ;60 ;8:00;22:30 ;23:30 ;1
3023 ;7989 ;IMPORT7989;De 16:30 a 01:30 R60 ;16:30 ;01:30 ;15 ;15 ;09:00 ;60 ;8:00;23:30 ;00:30 ;1
3024 ;7990 ;IMPORT7990;De 20:30 a 04:30 R60 ;20:30 ;04:30 ;15 ;15 ;08:00 ;60 ;7:00;23:30 ;00:30 ;1
3025 ;7991 ;IMPORT7991;De 19:30 a 04:30 R60 ;19:30 ;04:30 ;15 ;15 ;09:00 ;60 ;8:00;02:00 ;03:00 ;1
3026 ;7992 ;IMPORT7992;De 22:00 a 06:00 R60 ;22:00 ;06:00 ;15 ;15 ;08:00 ;60 ;7:00;02:30 ;03:30 ;1
3027 ;7993 ;IMPORT7993;De 09:00 a 20:30 R60 ;09:00 ;20:30 ;15 ;15 ;11:30 ;60 ;10:30;14:45 ;15:45 ;0
3028 ;7994 ;IMPORT7994;De 03:30 a 12:30 R60 ;03:30 ;12:30 ;15 ;15 ;09:00 ;60 ;8:00;10:30 ;11:30 ;1
3029 ;7995 ;IMPORT7995;De 02:30 a 11:30 R60 ;02:30 ;11:30 ;15 ;15 ;09:00 ;60 ;8:00;09:30 ;10:30 ;1
3030 ;7996 ;IMPORT7996;De 08:00 a 19:30 R60 ;08:00 ;19:30 ;15 ;15 ;11:30 ;60 ;10:30;11:30 ;12:30 ;0
3031 ;7997 ;IMPORT7997;De 04:30 a 13:30 R60 ;04:30 ;13:30 ;15 ;15 ;09:00 ;60 ;8:00;11:30 ;12:30 ;1
3032 ;7998 ;IMPORT7998;De 05:00 a 14:00 R60 ;05:00 ;14:00 ;15 ;15 ;09:00 ;60 ;8:00;12:00 ;13:00 ;1
3033 ;7999 ;IMPORT7999;De 09:00 a 20:30 R60 ;09:00 ;20:30 ;15 ;15 ;11:30 ;60 ;10:30;12:30 ;13:30 ;0
3034 ;8000 ;IMPORT8000;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;14:15 ;15:15 ;0
3035 ;8001 ;IMPORT8001;De 12:00 a 21:00 R60 ;12:00 ;21:00 ;15 ;15 ;09:00 ;60 ;8:00;19:00 ;20:00 ;1
3036 ;8002 ;IMPORT8002;De 23:30 a 07:30 R60 ;23:30 ;07:30 ;15 ;15 ;08:00 ;60 ;7:00;03:00 ;04:00 ;1
3037 ;8003 ;IMPORT8003;De 08:00 a 19:30 R60 ;08:00 ;19:30 ;15 ;15 ;11:30 ;60 ;10:30;11:00 ;12:00 ;0
3038 ;8004 ;IMPORT8004;De 08:30 a 18:00 R60 ;08:30 ;18:00 ;15 ;15 ;09:30 ;60 ;8:30;11:00 ;12:00 ;1
3039 ;8005 ;IMPORT8005;De 08:30 a 18:30 R60 ;08:30 ;18:30 ;15 ;15 ;10:00 ;60 ;9:00;11:00 ;12:00 ;0
3040 ;8006 ;IMPORT8006;De 09:30 a 18:00 R60 ;09:30 ;18:00 ;15 ;15 ;08:30 ;60 ;7:30;12:00 ;13:00 ;1
3041 ;8007 ;IMPORT8007;De 10:30 a 18:00 R60 ;10:30 ;18:00 ;15 ;15 ;07:30 ;60 ;6:30;14:15 ;15:15 ;1
3042 ;8008 ;IMPORT8008;De 12:00 a 20:30 R60 ;12:00 ;20:30 ;15 ;15 ;08:30 ;60 ;7:30;15:00 ;16:00 ;1
3043 ;8009 ;IMPORT8009;De 00:30 a 08:30 R60 ;00:30 ;08:30 ;15 ;15 ;08:00 ;60 ;7:00;04:30 ;05:30 ;1
3044 ;8010 ;IMPORT8010;De 01:30 a 09:30 R60 ;01:30 ;09:30 ;15 ;15 ;08:00 ;60 ;7:00;05:30 ;06:30 ;1
3045 ;8011 ;IMPORT8011;De 19:30 a 04:30 R60 ;19:30 ;04:30 ;15 ;15 ;09:00 ;60 ;8:00;02:30 ;03:30 ;1
3046 ;8012 ;IMPORT8012;De 23:30 a 08:30 R60 ;23:30 ;08:30 ;15 ;15 ;09:00 ;60 ;8:00;06:30 ;07:30 ;1
3047 ;8013 ;IMPORT8013;De 20:30 a 05:30 R60 ;20:30 ;05:30 ;15 ;15 ;09:00 ;60 ;8:00;03:30 ;04:30 ;1
3048 ;8014 ;IMPORT8014;De 02:30 a 11:30 R60 ;02:30 ;11:30 ;30 ;0 ;09:00 ;60 ;8:00;09:00 ;10:00 ;1
3049 ;8015 ;IMPORT8015;De 03:00 a 12:00 R60 ;03:00 ;12:00 ;15 ;15 ;09:00 ;60 ;8:00;08:30 ;09:30 ;1
3050 ;8016 ;IMPORT8016;De 10:30 a 20:30 R60 ;10:30 ;20:30 ;15 ;15 ;10:00 ;60 ;9:00;14:00 ;15:00 ;0
3051 ;8017 ;IMPORT8017;De 19:00 a 04:00 R60 ;19:00 ;04:00 ;15 ;15 ;09:00 ;60 ;8:00;02:00 ;03:00 ;1
3052 ;8018 ;IMPORT8018;De 10:30 a 21:30 R60 ;10:30 ;21:30 ;15 ;15 ;11:00 ;60 ;10:00;13:55 ;14:55 ;0
3053 ;8019 ;IMPORT8019;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;15 ;15 ;09:00 ;60 ;8:00;18:00 ;19:00 ;1
3054 ;8020 ;IMPORT8020;De 11:30 a 21:30 R60 ;11:30 ;21:30 ;15 ;15 ;10:00 ;60 ;9:00;14:55 ;15:55 ;0
3055 ;8021 ;IMPORT8021;De 09:45 a 17:15 R0 ;09:45 ;17:15 ;15 ;15 ;07:30 ;0 ;7:30;;;1
3056 ;8022 ;IMPORT8022;De 11:30 a 20:30 R60 ;11:30 ;20:30 ;15 ;15 ;09:00 ;60 ;8:00;18:30 ;19:30 ;1
3057 ;8023 ;IMPORT8023;De 11:00 a 20:30 R60 ;11:00 ;20:30 ;15 ;15 ;09:30 ;60 ;8:30;14:00 ;15:00 ;1
3058 ;8024 ;IMPORT8024;De 11:00 a 19:00 R60 ;11:00 ;19:00 ;15 ;15 ;08:00 ;60 ;7:00;13:30 ;14:30 ;1
3059 ;8025 ;IMPORT8025;De 09:30 a 18:00 R60 ;09:30 ;18:00 ;15 ;15 ;08:30 ;60 ;7:30;12:35 ;13:35 ;1
3060 ;8026 ;IMPORT8026;De 07:30 a 18:00 R60 ;07:30 ;18:00 ;15 ;15 ;10:30 ;60 ;9:30;12:35 ;13:35 ;0
3061 ;8027 ;IMPORT8027;De 07:00 a 15:00 R60 ;07:00 ;15:00 ;30 ;0 ;08:00 ;60 ;7:00;13:00 ;14:00 ;1
3062 ;8028 ;IMPORT8028;De 18:30 a 02:30 R60 ;18:30 ;02:30 ;15 ;15 ;08:00 ;60 ;7:00;22:45 ;23:45 ;1
3063 ;8029 ;IMPORT8029;De 15:00 a 00:00 R60 ;15:00 ;00:00 ;15 ;15 ;09:00 ;60 ;8:00;22:00 ;23:00 ;1
3064 ;8030 ;IMPORT8030;De 22:30 a 07:30 R60 ;22:30 ;07:30 ;15 ;15 ;09:00 ;60 ;8:00;05:30 ;06:30 ;1
3065 ;8031 ;IMPORT8031;De 00:00 a 09:00 R60 ;00:00 ;09:00 ;15 ;15 ;09:00 ;60 ;8:00;06:00 ;07:00 ;1
3066 ;8032 ;IMPORT8032;De 03:00 a 11:00 R60 ;03:00 ;11:00 ;15 ;15 ;08:00 ;60 ;7:00;06:45 ;07:45 ;1
3067 ;8033 ;IMPORT8033;De 21:30 a 06:30 R60 ;21:30 ;06:30 ;15 ;15 ;09:00 ;60 ;8:00;04:30 ;05:30 ;1
3068 ;8034 ;IMPORT8034;De 15:30 a 00:30 R60 ;15:30 ;00:30 ;15 ;15 ;09:00 ;60 ;8:00;21:30 ;22:30 ;1
3069 ;8035 ;IMPORT8035;De 14:30 a 22:30 R60 ;14:30 ;22:30 ;15 ;15 ;08:00 ;60 ;7:00;18:15 ;19:15 ;1
3070 ;8036 ;IMPORT8036;De 11:00 a 21:00 R60 ;11:00 ;21:00 ;15 ;15 ;10:00 ;60 ;9:00;14:25 ;15:25 ;0
3071 ;8037 ;IMPORT8037;De 11:45 a 20:45 R60 ;11:45 ;20:45 ;30 ;0 ;09:00 ;60 ;8:00;17:45 ;18:45 ;1
3072 ;8038 ;IMPORT8038;De 09:00 a 19:00 R60 ;09:00 ;19:00 ;15 ;15 ;10:00 ;60 ;9:00;14:20 ;15:20 ;0
3073 ;8039 ;IMPORT8039;De 21:30 a 06:30 R60 ;21:30 ;06:30 ;30 ;0 ;09:00 ;60 ;8:00;01:30 ;02:30 ;1
3074 ;8040 ;IMPORT8040;De 22:00 a 06:00 R60 ;22:00 ;06:00 ;15 ;15 ;08:00 ;60 ;7:00;01:30 ;02:30 ;1
3075 ;8041 ;IMPORT8041;De 10:30 a 21:30 R60 ;10:30 ;21:30 ;15 ;15 ;11:00 ;60 ;10:00;13:40 ;14:40 ;0
3076 ;8042 ;IMPORT8042;De 01:00 a 10:00 R60 ;01:00 ;10:00 ;30 ;0 ;09:00 ;60 ;8:00;07:30 ;08:30 ;1
3077 ;8043 ;IMPORT8043;De 07:15 a 16:15 R60 ;07:15 ;16:15 ;30 ;0 ;09:00 ;60 ;8:00;13:00 ;14:00 ;1
3078 ;8044 ;IMPORT8044;De 14:00 a 23:00 R60 ;14:00 ;23:00 ;15 ;15 ;09:00 ;60 ;8:00;21:00 ;22:00 ;1
3079 ;8045 ;IMPORT8045;De 17:00 a 01:00 R60 ;17:00 ;01:00 ;15 ;15 ;08:00 ;60 ;7:00;21:45 ;22:45 ;1
3080 ;8046 ;IMPORT8046;De 11:30 a 22:30 R60 ;11:30 ;22:30 ;15 ;15 ;11:00 ;60 ;10:00;14:30 ;15:30 ;0
3081 ;8047 ;IMPORT8047;De 11:30 a 22:30 R60 ;11:30 ;22:30 ;15 ;15 ;11:00 ;60 ;10:00;14:45 ;15:45 ;0
3082 ;8048 ;IMPORT8048;De 09:00 a 19:00 R60 ;09:00 ;19:00 ;15 ;15 ;10:00 ;60 ;9:00;12:50 ;13:50 ;0
3083 ;8049 ;IMPORT8049;De 15:00 a 23:00 R60 ;15:00 ;23:00 ;15 ;15 ;08:00 ;60 ;7:00;19:45 ;20:45 ;1
3084 ;8050 ;IMPORT8050;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;13:20 ;14:20 ;0
3085 ;8051 ;IMPORT8051;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;14:35 ;15:35 ;0
3086 ;8052 ;IMPORT8052;De 20:30 a 03:00 R0 ;20:30 ;03:00 ;0 ;0 ;06:30 ;0 ;6:30;;;0
3087 ;8053 ;IMPORT8053;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;15 ;15 ;11:00 ;60 ;10:00;13:35 ;14:35 ;0
3088 ;8054 ;IMPORT8054;De 09:30 a 20:30 R60 ;09:30 ;20:30 ;15 ;15 ;11:00 ;60 ;10:00;13:10 ;14:10 ;0
3089 ;8055 ;IMPORT8055;De 10:15 a 19:15 R60 ;10:15 ;19:15 ;30 ;0 ;09:00 ;60 ;8:00;14:30 ;15:30 ;1
3090 ;8056 ;IMPORT8056;De 09:00 a 19:30 R60 ;09:00 ;19:30 ;15 ;15 ;10:30 ;60 ;9:30;14:45 ;15:45 ;0
3091 ;8057 ;IMPORT8057;De 00:00 a 09:00 R60 ;00:00 ;09:00 ;30 ;0 ;09:00 ;60 ;8:00;06:30 ;07:30 ;1
3092 ;8058 ;IMPORT8058;De 01:00 a 09:30 R0 ;01:00 ;09:30 ;15 ;15 ;08:30 ;0 ;8:30;;;1
3093 ;8059 ;IMPORT8059;De 19:00 a 03:30 R0 ;19:00 ;03:30 ;15 ;15 ;08:30 ;0 ;8:30;;;1
3094 ;8060 ;IMPORT8060;De 10:45 a 19:45 R60 ;10:45 ;19:45 ;30 ;0 ;09:00 ;60 ;8:00;15:00 ;16:00 ;1
3095 ;8061 ;IMPORT8061;De 07:45 a 16:45 R60 ;07:45 ;16:45 ;30 ;0 ;09:00 ;60 ;8:00;14:45 ;15:45 ;1
3096 ;8062 ;IMPORT8062;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;30 ;0 ;09:00 ;60 ;8:00;13:45 ;14:45 ;1
3097 ;8063 ;IMPORT8063;De 13:15 a 22:15 R60 ;13:15 ;22:15 ;30 ;0 ;09:00 ;60 ;8:00;17:15 ;18:15 ;1
3098 ;8064 ;IMPORT8064;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;15:45 ;16:45 ;0
3099 ;8065 ;IMPORT8065;De 08:45 a 17:45 R60 ;08:45 ;17:45 ;30 ;0 ;09:00 ;60 ;8:00;15:00 ;16:00 ;1
3100 ;8066 ;IMPORT8066;De 08:30 a 15:30 R60 ;08:30 ;15:30 ;15 ;15 ;07:00 ;60 ;6:00;11:35 ;12:35 ;1
3101 ;8067 ;IMPORT8067;De 10:15 a 19:15 R60 ;10:15 ;19:15 ;30 ;0 ;09:00 ;60 ;8:00;15:30 ;16:30 ;1
3102 ;8068 ;IMPORT8068;De 07:00 a 14:00 R60 ;07:00 ;14:00 ;15 ;15 ;07:00 ;60 ;6:00;10:05 ;11:05 ;1
3103 ;8069 ;IMPORT8069;De 10:15 a 19:15 R60 ;10:15 ;19:15 ;30 ;0 ;09:00 ;60 ;8:00;15:00 ;16:00 ;1
3104 ;8070 ;IMPORT8070;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;30 ;0 ;09:00 ;60 ;8:00;13:15 ;14:15 ;1
3105 ;8071 ;IMPORT8071;De 20:00 a 04:30 R0 ;20:00 ;04:30 ;15 ;15 ;08:30 ;0 ;8:30;;;1
3106 ;8072 ;IMPORT8072;De 15:15 a 22:45 R0 ;15:15 ;22:45 ;15 ;15 ;07:30 ;0 ;7:30;;;1
3107 ;8073 ;IMPORT8073;De 09:00 a 19:30 R60 ;09:00 ;19:30 ;15 ;15 ;10:30 ;60 ;9:30;14:30 ;15:30 ;0
3108 ;8074 ;IMPORT8074;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;15:45 ;16:45 ;0
3109 ;8075 ;IMPORT8075;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;15:30 ;16:30 ;0
3110 ;8076 ;IMPORT8076;De 11:00 a 21:00 R60 ;11:00 ;21:00 ;15 ;15 ;10:00 ;60 ;9:00;13:30 ;14:30 ;0
3111 ;8077 ;IMPORT8077;De 09:15 a 20:15 R60 ;09:15 ;20:15 ;15 ;15 ;11:00 ;60 ;10:00;14:45 ;15:45 ;0
3112 ;8078 ;IMPORT8078;De 10:30 a 17:30 R60 ;10:30 ;17:30 ;15 ;15 ;07:00 ;60 ;6:00;13:45 ;14:45 ;1
3113 ;8079 ;IMPORT8079;De 09:30 a 16:30 R60 ;09:30 ;16:30 ;15 ;15 ;07:00 ;60 ;6:00;12:30 ;13:30 ;1
3114 ;8080 ;IMPORT8080;De 09:30 a 16:30 R60 ;09:30 ;16:30 ;15 ;15 ;07:00 ;60 ;6:00;13:10 ;14:10 ;1
3115 ;8081 ;IMPORT8081;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;11:15 ;11:45 ;1
3116 ;8082 ;IMPORT8082;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;11:30 ;12:00 ;1
3117 ;8083 ;IMPORT8083;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;12:15 ;12:45 ;1
3118 ;8084 ;IMPORT8084;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;13:45 ;14:15 ;1
3119 ;8085 ;IMPORT8085;De 08:30 a 17:00 R30 ;08:30 ;17:00 ;15 ;15 ;08:30 ;30 ;8:00;13:45 ;14:15 ;1
3120 ;8086 ;IMPORT8086;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;14:40 ;15:40 ;0
3121 ;8087 ;IMPORT8087;De 10:30 a 19:00 R30 ;10:30 ;19:00 ;15 ;15 ;08:30 ;30 ;8:00;14:00 ;14:30 ;1
3122 ;8088 ;IMPORT8088;De 08:30 a 17:00 R30 ;08:30 ;17:00 ;15 ;15 ;08:30 ;30 ;8:00;12:15 ;12:45 ;1
3123 ;8089 ;IMPORT8089;De 08:30 a 17:00 R30 ;08:30 ;17:00 ;15 ;15 ;08:30 ;30 ;8:00;12:45 ;13:15 ;1
3124 ;8090 ;IMPORT8090;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;14:25 ;15:25 ;0
3125 ;8091 ;IMPORT8091;De 13:30 a 22:00 R30 ;13:30 ;22:00 ;15 ;15 ;08:30 ;30 ;8:00;18:00 ;18:30 ;1
3126 ;8092 ;IMPORT8092;De 07:00 a 15:30 R30 ;07:00 ;15:30 ;15 ;15 ;08:30 ;30 ;8:00;11:30 ;12:00 ;1
3127 ;8093 ;IMPORT8093;De 07:00 a 15:30 R30 ;07:00 ;15:30 ;15 ;15 ;08:30 ;30 ;8:00;11:45 ;12:15 ;1
3128 ;8094 ;IMPORT8094;De 08:30 a 17:00 R30 ;08:30 ;17:00 ;15 ;15 ;08:30 ;30 ;8:00;14:00 ;14:30 ;1
3129 ;8095 ;IMPORT8095;De 13:30 a 22:00 R30 ;13:30 ;22:00 ;15 ;15 ;08:30 ;30 ;8:00;17:35 ;18:05 ;1
3130 ;8096 ;IMPORT8096;De 06:00 a 14:30 R30 ;06:00 ;14:30 ;15 ;15 ;08:30 ;30 ;8:00;10:30 ;11:00 ;1
3131 ;8097 ;IMPORT8097;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;13:30 ;14:00 ;1
3132 ;8098 ;IMPORT8098;De 08:30 a 17:00 R30 ;08:30 ;17:00 ;15 ;15 ;08:30 ;30 ;8:00;13:30 ;14:00 ;1
3133 ;8099 ;IMPORT8099;De 10:00 a 18:30 R30 ;10:00 ;18:30 ;15 ;15 ;08:30 ;30 ;8:00;13:00 ;13:30 ;1
3134 ;8100 ;IMPORT8100;De 07:00 a 15:30 R30 ;07:00 ;15:30 ;15 ;15 ;08:30 ;30 ;8:00;12:15 ;12:45 ;1
3135 ;8101 ;IMPORT8101;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;12:05 ;12:35 ;1
3136 ;8102 ;IMPORT8102;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;14:25 ;15:25 ;0
3137 ;8103 ;IMPORT8103;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;13:15 ;13:45 ;1
3138 ;8104 ;IMPORT8104;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;13:40 ;14:10 ;1
3139 ;8105 ;IMPORT8105;De 07:00 a 16:30 R60 ;07:00 ;16:30 ;15 ;15 ;09:30 ;60 ;8:30;10:25 ;11:25 ;1
3140 ;8106 ;IMPORT8106;De 06:30 a 15:00 R30 ;06:30 ;15:00 ;15 ;15 ;08:30 ;30 ;8:00;11:15 ;11:45 ;1
3141 ;8107 ;IMPORT8107;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;13:00 ;13:30 ;1
3142 ;8108 ;IMPORT8108;De 09:00 a 17:30 R30 ;09:00 ;17:30 ;15 ;15 ;08:30 ;30 ;8:00;12:00 ;12:30 ;1
3143 ;8109 ;IMPORT8109;De 09:00 a 17:30 R30 ;09:00 ;17:30 ;15 ;15 ;08:30 ;30 ;8:00;12:15 ;12:45 ;1
3144 ;8110 ;IMPORT8110;De 09:00 a 17:30 R30 ;09:00 ;17:30 ;15 ;15 ;08:30 ;30 ;8:00;13:40 ;14:10 ;1
3145 ;8111 ;IMPORT8111;De 09:00 a 17:30 R30 ;09:00 ;17:30 ;15 ;15 ;08:30 ;30 ;8:00;13:45 ;14:15 ;1
3146 ;8112 ;IMPORT8112;De 09:30 a 18:00 R30 ;09:30 ;18:00 ;15 ;15 ;08:30 ;30 ;8:00;13:00 ;13:30 ;1
3147 ;8113 ;IMPORT8113;De 09:30 a 18:00 R30 ;09:30 ;18:00 ;15 ;15 ;08:30 ;30 ;8:00;13:15 ;13:45 ;1
3148 ;8114 ;IMPORT8114;De 09:30 a 18:00 R30 ;09:30 ;18:00 ;15 ;15 ;08:30 ;30 ;8:00;13:35 ;14:05 ;1
3149 ;8115 ;IMPORT8115;De 10:00 a 18:30 R30 ;10:00 ;18:30 ;15 ;15 ;08:30 ;30 ;8:00;14:30 ;15:00 ;1
3150 ;8116 ;IMPORT8116;De 10:30 a 19:00 R30 ;10:30 ;19:00 ;15 ;15 ;08:30 ;30 ;8:00;13:55 ;14:25 ;1
3151 ;8117 ;IMPORT8117;De 10:30 a 19:00 R30 ;10:30 ;19:00 ;15 ;15 ;08:30 ;30 ;8:00;14:15 ;14:45 ;1
3152 ;8118 ;IMPORT8118;De 10:30 a 19:00 R30 ;10:30 ;19:00 ;15 ;15 ;08:30 ;30 ;8:00;15:00 ;15:30 ;1
3153 ;8119 ;IMPORT8119;De 13:30 a 22:00 R30 ;13:30 ;22:00 ;15 ;15 ;08:30 ;30 ;8:00;17:30 ;18:00 ;1
3154 ;8120 ;IMPORT8120;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;12:45 ;13:15 ;1
3155 ;8121 ;IMPORT8121;De 12:30 a 21:00 R30 ;12:30 ;21:00 ;15 ;15 ;08:30 ;30 ;8:00;16:45 ;17:15 ;1
3156 ;8122 ;IMPORT8122;De 13:30 a 22:00 R30 ;13:30 ;22:00 ;15 ;15 ;08:30 ;30 ;8:00;17:00 ;17:30 ;1
3157 ;8123 ;IMPORT8123;De 06:00 a 14:30 R30 ;06:00 ;14:30 ;15 ;15 ;08:30 ;30 ;8:00;10:05 ;10:35 ;1
3158 ;8124 ;IMPORT8124;De 06:30 a 15:00 R30 ;06:30 ;15:00 ;15 ;15 ;08:30 ;30 ;8:00;10:00 ;10:30 ;1
3159 ;8125 ;IMPORT8125;De 08:00 a 16:30 R30 ;08:00 ;16:30 ;15 ;15 ;08:30 ;30 ;8:00;12:30 ;13:00 ;1
3160 ;8126 ;IMPORT8126;De 10:30 a 19:00 R30 ;10:30 ;19:00 ;15 ;15 ;08:30 ;30 ;8:00;13:30 ;14:00 ;1
3161 ;8127 ;IMPORT8127;De 10:30 a 19:00 R30 ;10:30 ;19:00 ;15 ;15 ;08:30 ;30 ;8:00;14:35 ;15:05 ;1
3162 ;8128 ;IMPORT8128;De 11:00 a 19:30 R30 ;11:00 ;19:30 ;15 ;15 ;08:30 ;30 ;8:00;15:45 ;16:15 ;1
3163 ;8129 ;IMPORT8129;De 08:30 a 17:00 R30 ;08:30 ;17:00 ;15 ;15 ;08:30 ;30 ;8:00;12:35 ;13:05 ;1
3164 ;8130 ;IMPORT8130;De 08:30 a 17:00 R30 ;08:30 ;17:00 ;15 ;15 ;08:30 ;30 ;8:00;13:15 ;13:45 ;1
3165 ;8131 ;IMPORT8131;De 09:00 a 17:30 R30 ;09:00 ;17:30 ;15 ;15 ;08:30 ;30 ;8:00;12:30 ;13:00 ;1
3166 ;8132 ;IMPORT8132;De 10:00 a 18:30 R30 ;10:00 ;18:30 ;15 ;15 ;08:30 ;30 ;8:00;13:25 ;13:55 ;1
3167 ;8133 ;IMPORT8133;De 10:30 a 19:00 R30 ;10:30 ;19:00 ;15 ;15 ;08:30 ;30 ;8:00;13:45 ;14:15 ;1
